[Connect DataFile][1.0]
Date:	25.9.2018
Time:	16:43:40
Unit:	°C
Resolution:	0,020
Time	TObj	TInt	TExt
00:00:41,560	51,6	26,7	-----	
00:00:41,580	51,6	26,7	-----	
00:00:41,600	51,6	26,7	-----	
00:00:41,620	51,6	26,7	-----	
00:00:41,640	51,6	26,7	-----	
00:00:41,660	51,6	26,7	-----	
00:00:41,680	51,6	26,7	-----	
00:00:41,700	51,6	26,7	-----	
00:00:41,720	51,6	26,7	-----	
00:00:41,740	51,6	26,7	-----	
00:00:41,760	51,6	26,7	-----	
00:00:41,780	51,6	26,7	-----	
00:00:41,800	51,6	26,7	-----	
00:00:41,820	51,6	26,7	-----	
00:00:41,840	51,6	26,7	-----	
00:00:41,860	51,6	26,7	-----	
00:00:41,880	51,6	26,7	-----	
00:00:41,900	51,6	26,7	-----	
00:00:41,920	51,6	26,7	-----	
00:00:41,940	51,6	26,7	-----	
00:00:41,960	51,6	26,7	-----	
00:00:41,980	51,6	26,7	-----	
00:00:42,000	51,6	26,7	-----	
00:00:42,020	51,6	26,7	-----	
00:00:42,040	51,6	26,7	-----	
00:00:42,060	51,6	26,7	-----	
00:00:42,080	51,6	26,7	-----	
00:00:42,100	51,6	26,7	-----	
00:00:42,120	51,6	26,7	-----	
00:00:42,140	51,7	26,7	-----	
00:00:42,160	51,7	26,7	-----	
00:00:42,180	51,7	26,7	-----	
00:00:42,200	51,7	26,7	-----	
00:00:42,220	51,7	26,7	-----	
00:00:42,240	51,7	26,7	-----	
00:00:42,260	51,7	26,7	-----	
00:00:42,280	51,7	26,7	-----	
00:00:42,300	51,7	26,7	-----	
00:00:42,320	51,7	26,7	-----	
00:00:42,340	51,7	26,7	-----	
00:00:42,360	51,7	26,7	-----	
00:00:42,380	51,7	26,7	-----	
00:00:42,400	51,7	26,7	-----	
00:00:42,420	51,7	26,7	-----	
00:00:42,440	51,7	26,7	-----	
00:00:42,460	51,7	26,7	-----	
00:00:42,480	51,7	26,7	-----	
00:00:42,500	51,7	26,7	-----	
00:00:42,520	51,7	26,7	-----	
00:00:42,540	51,7	26,7	-----	
00:00:42,560	51,7	26,7	-----	
00:00:42,580	51,8	26,7	-----	
00:00:42,600	51,8	26,7	-----	
00:00:42,620	51,8	26,7	-----	
00:00:42,640	51,8	26,7	-----	
00:00:42,660	51,8	26,7	-----	
00:00:42,680	51,8	26,7	-----	
00:00:42,700	51,8	26,7	-----	
00:00:42,720	51,8	26,7	-----	
00:00:42,740	51,8	26,7	-----	
00:00:42,760	51,8	26,7	-----	
00:00:42,780	51,8	26,7	-----	
00:00:42,800	51,8	26,7	-----	
00:00:42,820	51,8	26,7	-----	
00:00:42,840	51,9	26,7	-----	
00:00:42,860	51,9	26,7	-----	
00:00:42,880	51,9	26,7	-----	
00:00:42,900	51,9	26,7	-----	
00:00:42,920	51,9	26,7	-----	
00:00:42,940	51,9	26,7	-----	
00:00:42,960	51,9	26,7	-----	
00:00:42,980	51,9	26,7	-----	
00:00:43,000	51,9	26,7	-----	
00:00:43,020	51,9	26,7	-----	
00:00:43,040	51,9	26,7	-----	
00:00:43,060	51,9	26,7	-----	
00:00:43,080	51,9	26,7	-----	
00:00:43,100	51,9	26,7	-----	
00:00:43,120	51,9	26,7	-----	
00:00:43,140	51,9	26,7	-----	
00:00:43,160	51,9	26,7	-----	
00:00:43,180	51,9	26,7	-----	
00:00:43,200	51,9	26,7	-----	
00:00:43,220	51,9	26,7	-----	
00:00:43,240	51,9	26,7	-----	
00:00:43,260	51,9	26,7	-----	
00:00:43,280	51,9	26,7	-----	
00:00:43,300	51,9	26,7	-----	
00:00:43,320	51,9	26,7	-----	
00:00:43,340	51,9	26,7	-----	
00:00:43,360	51,9	26,7	-----	
00:00:43,380	51,9	26,7	-----	
00:00:43,400	51,9	26,7	-----	
00:00:43,420	51,9	26,7	-----	
00:00:43,440	52,0	26,7	-----	
00:00:43,460	52,0	26,7	-----	
00:00:43,480	52,0	26,7	-----	
00:00:43,500	52,0	26,7	-----	
00:00:43,520	52,0	26,7	-----	
00:00:43,540	52,0	26,7	-----	
00:00:43,560	52,0	26,7	-----	
00:00:43,580	52,0	26,7	-----	
00:00:43,600	52,0	26,7	-----	
00:00:43,620	52,0	26,7	-----	
00:00:43,640	52,0	26,7	-----	
00:00:43,660	52,0	26,7	-----	
00:00:43,680	52,0	26,7	-----	
00:00:43,700	52,0	26,7	-----	
00:00:43,720	52,0	26,7	-----	
00:00:43,740	52,0	26,7	-----	
00:00:43,760	52,0	26,7	-----	
00:00:43,780	52,0	26,7	-----	
00:00:43,800	52,0	26,7	-----	
00:00:43,820	52,0	26,7	-----	
00:00:43,840	52,0	26,7	-----	
00:00:43,860	52,0	26,7	-----	
00:00:43,880	52,0	26,7	-----	
00:00:43,900	52,0	26,7	-----	
00:00:43,920	52,0	26,7	-----	
00:00:43,940	52,1	26,7	-----	
00:00:43,960	52,1	26,7	-----	
00:00:43,980	52,1	26,7	-----	
00:00:44,000	52,1	26,7	-----	
00:00:44,020	52,1	26,7	-----	
00:00:44,040	52,1	26,7	-----	
00:00:44,060	52,1	26,7	-----	
00:00:44,080	52,1	26,7	-----	
00:00:44,100	52,1	26,7	-----	
00:00:44,120	52,1	26,7	-----	
00:00:44,140	52,1	26,7	-----	
00:00:44,160	52,1	26,7	-----	
00:00:44,180	52,1	26,7	-----	
00:00:44,200	52,1	26,7	-----	
00:00:44,220	52,1	26,7	-----	
00:00:44,240	52,1	26,7	-----	
00:00:44,260	52,1	26,7	-----	
00:00:44,280	52,1	26,7	-----	
00:00:44,300	52,1	26,7	-----	
00:00:44,320	52,1	26,7	-----	
00:00:44,340	52,1	26,7	-----	
00:00:44,360	52,1	26,7	-----	
00:00:44,380	52,1	26,7	-----	
00:00:44,400	52,1	26,7	-----	
00:00:44,420	52,1	26,7	-----	
00:00:44,440	52,2	26,7	-----	
00:00:44,460	52,2	26,7	-----	
00:00:44,480	52,2	26,7	-----	
00:00:44,500	52,2	26,7	-----	
00:00:44,520	52,2	26,7	-----	
00:00:44,540	52,2	26,7	-----	
00:00:44,560	52,2	26,7	-----	
00:00:44,580	52,2	26,7	-----	
00:00:44,600	52,2	26,7	-----	
00:00:44,620	52,2	26,7	-----	
00:00:44,640	52,2	26,7	-----	
00:00:44,660	52,2	26,7	-----	
00:00:44,680	52,2	26,7	-----	
00:00:44,700	52,2	26,7	-----	
00:00:44,720	52,2	26,7	-----	
00:00:44,740	52,2	26,7	-----	
00:00:44,760	52,2	26,7	-----	
00:00:44,780	52,2	26,7	-----	
00:00:44,800	52,2	26,7	-----	
00:00:44,820	52,2	26,7	-----	
00:00:44,840	52,2	26,7	-----	
00:00:44,860	52,2	26,7	-----	
00:00:44,880	52,2	26,7	-----	
00:00:44,900	52,2	26,7	-----	
00:00:44,920	52,2	26,7	-----	
00:00:44,940	52,2	26,7	-----	
00:00:44,960	52,2	26,7	-----	
00:00:44,980	52,2	26,7	-----	
00:00:45,000	52,2	26,7	-----	
00:00:45,020	52,3	26,7	-----	
00:00:45,040	52,3	26,7	-----	
00:00:45,060	52,3	26,7	-----	
00:00:45,080	52,3	26,7	-----	
00:00:45,100	52,3	26,7	-----	
00:00:45,120	52,3	26,7	-----	
00:00:45,140	52,3	26,7	-----	
00:00:45,160	52,3	26,7	-----	
00:00:45,180	52,3	26,7	-----	
00:00:45,200	52,3	26,7	-----	
00:00:45,220	52,3	26,7	-----	
00:00:45,240	52,3	26,7	-----	
00:00:45,260	52,3	26,7	-----	
00:00:45,280	52,3	26,7	-----	
00:00:45,300	52,3	26,7	-----	
00:00:45,320	52,3	26,7	-----	
00:00:45,340	52,3	26,7	-----	
00:00:45,360	52,3	26,7	-----	
00:00:45,380	52,3	26,7	-----	
00:00:45,400	52,3	26,7	-----	
00:00:45,420	52,3	26,7	-----	
00:00:45,440	52,3	26,7	-----	
00:00:45,460	52,3	26,7	-----	
00:00:45,480	52,3	26,7	-----	
00:00:45,500	52,3	26,7	-----	
00:00:45,520	52,3	26,7	-----	
00:00:45,540	52,3	26,7	-----	
00:00:45,560	52,3	26,7	-----	
00:00:45,580	52,3	26,7	-----	
00:00:45,600	52,3	26,7	-----	
00:00:45,620	52,3	26,7	-----	
00:00:45,640	52,3	26,7	-----	
00:00:45,660	52,3	26,7	-----	
00:00:45,680	52,3	26,7	-----	
00:00:45,700	52,3	26,7	-----	
00:00:45,720	52,3	26,7	-----	
00:00:45,740	52,3	26,7	-----	
00:00:45,760	52,3	26,7	-----	
00:00:45,780	52,3	26,7	-----	
00:00:45,800	52,3	26,7	-----	
00:00:45,820	52,3	26,7	-----	
00:00:45,840	52,3	26,7	-----	
00:00:45,860	52,3	26,7	-----	
00:00:45,880	52,3	26,7	-----	
00:00:45,900	52,3	26,7	-----	
00:00:45,920	52,3	26,7	-----	
00:00:45,940	52,3	26,7	-----	
00:00:45,960	52,3	26,7	-----	
00:00:45,980	52,3	26,7	-----	
00:00:46,000	52,3	26,7	-----	
00:00:46,020	52,3	26,7	-----	
00:00:46,040	52,4	26,7	-----	
00:00:46,060	52,4	26,7	-----	
00:00:46,080	52,4	26,7	-----	
00:00:46,100	52,4	26,7	-----	
00:00:46,120	52,4	26,7	-----	
00:00:46,140	52,4	26,7	-----	
00:00:46,160	52,4	26,7	-----	
00:00:46,180	52,4	26,7	-----	
00:00:46,200	52,4	26,7	-----	
00:00:46,220	52,4	26,7	-----	
00:00:46,240	52,4	26,7	-----	
00:00:46,260	52,4	26,7	-----	
00:00:46,280	52,4	26,7	-----	
00:00:46,300	52,4	26,7	-----	
00:00:46,320	52,4	26,7	-----	
00:00:46,340	52,4	26,7	-----	
00:00:46,360	52,4	26,7	-----	
00:00:46,380	52,4	26,7	-----	
00:00:46,400	52,5	26,7	-----	
00:00:46,420	52,5	26,7	-----	
00:00:46,440	52,5	26,7	-----	
00:00:46,460	52,5	26,7	-----	
00:00:46,480	52,5	26,7	-----	
00:00:46,500	52,5	26,7	-----	
00:00:46,520	52,5	26,7	-----	
00:00:46,540	52,5	26,7	-----	
00:00:46,560	52,5	26,7	-----	
00:00:46,580	52,5	26,7	-----	
00:00:46,600	52,5	26,7	-----	
00:00:46,620	52,5	26,7	-----	
00:00:46,640	52,5	26,7	-----	
00:00:46,660	52,5	26,7	-----	
00:00:46,680	52,5	26,7	-----	
00:00:46,700	52,5	26,7	-----	
00:00:46,720	52,5	26,7	-----	
00:00:46,740	52,5	26,7	-----	
00:00:46,760	52,5	26,7	-----	
00:00:46,780	52,5	26,7	-----	
00:00:46,800	52,5	26,7	-----	
00:00:46,820	52,5	26,7	-----	
00:00:46,840	52,5	26,7	-----	
00:00:46,860	52,5	26,7	-----	
00:00:46,880	52,5	26,7	-----	
00:00:46,900	52,5	26,7	-----	
00:00:46,920	52,5	26,7	-----	
00:00:46,940	52,5	26,7	-----	
00:00:46,960	52,5	26,7	-----	
00:00:46,980	52,5	26,7	-----	
00:00:47,000	52,5	26,7	-----	
00:00:47,020	52,5	26,7	-----	
00:00:47,040	52,6	26,7	-----	
00:00:47,060	52,6	26,7	-----	
00:00:47,080	52,6	26,7	-----	
00:00:47,100	52,6	26,7	-----	
00:00:47,120	52,6	26,7	-----	
00:00:47,140	52,6	26,7	-----	
00:00:47,160	52,6	26,7	-----	
00:00:47,180	52,6	26,7	-----	
00:00:47,200	52,6	26,7	-----	
00:00:47,220	52,6	26,7	-----	
00:00:47,240	52,6	26,7	-----	
00:00:47,260	52,6	26,7	-----	
00:00:47,280	52,6	26,7	-----	
00:00:47,300	52,6	26,7	-----	
00:00:47,320	52,6	26,7	-----	
00:00:47,340	52,6	26,7	-----	
00:00:47,360	52,6	26,7	-----	
00:00:47,380	52,6	26,7	-----	
00:00:47,400	52,6	26,7	-----	
00:00:47,420	52,6	26,7	-----	
00:00:47,440	52,6	26,7	-----	
00:00:47,460	52,6	26,7	-----	
00:00:47,480	52,6	26,7	-----	
00:00:47,500	52,6	26,7	-----	
00:00:47,520	52,6	26,7	-----	
00:00:47,540	52,6	26,7	-----	
00:00:47,560	52,6	26,7	-----	
00:00:47,580	52,6	26,7	-----	
00:00:47,600	52,6	26,7	-----	
00:00:47,620	52,7	26,7	-----	
00:00:47,640	52,7	26,7	-----	
00:00:47,660	52,7	26,7	-----	
00:00:47,680	52,7	26,7	-----	
00:00:47,700	52,7	26,7	-----	
00:00:47,720	52,7	26,7	-----	
00:00:47,740	52,7	26,7	-----	
00:00:47,760	52,7	26,7	-----	
00:00:47,780	52,7	26,7	-----	
00:00:47,800	52,7	26,7	-----	
00:00:47,820	52,7	26,7	-----	
00:00:47,840	52,7	26,7	-----	
00:00:47,860	52,7	26,7	-----	
00:00:47,880	52,7	26,7	-----	
00:00:47,900	52,7	26,7	-----	
00:00:47,920	52,7	26,7	-----	
00:00:47,940	52,7	26,7	-----	
00:00:47,960	52,7	26,7	-----	
00:00:47,980	52,7	26,7	-----	
00:00:48,000	52,7	26,7	-----	
00:00:48,020	52,7	26,7	-----	
00:00:48,040	52,7	26,7	-----	
00:00:48,060	52,7	26,7	-----	
00:00:48,080	52,7	26,7	-----	
00:00:48,100	52,7	26,7	-----	
00:00:48,120	52,7	26,7	-----	
00:00:48,140	52,7	26,7	-----	
00:00:48,160	52,7	26,7	-----	
00:00:48,180	52,7	26,7	-----	
00:00:48,200	52,7	26,7	-----	
00:00:48,220	52,7	26,7	-----	
00:00:48,240	52,7	26,7	-----	
00:00:48,260	52,7	26,7	-----	
00:00:48,280	52,7	26,7	-----	
00:00:48,300	52,7	26,7	-----	
00:00:48,320	52,7	26,7	-----	
00:00:48,340	52,7	26,7	-----	
00:00:48,360	52,7	26,7	-----	
00:00:48,380	52,7	26,7	-----	
00:00:48,400	52,7	26,7	-----	
00:00:48,420	52,8	26,7	-----	
00:00:48,440	52,8	26,7	-----	
00:00:48,460	52,8	26,7	-----	
00:00:48,480	52,8	26,7	-----	
00:00:48,500	52,8	26,7	-----	
00:00:48,520	52,8	26,7	-----	
00:00:48,540	52,8	26,7	-----	
00:00:48,560	52,8	26,7	-----	
00:00:48,580	52,8	26,7	-----	
00:00:48,600	52,8	26,7	-----	
00:00:48,620	52,8	26,7	-----	
00:00:48,640	52,8	26,7	-----	
00:00:48,660	52,8	26,7	-----	
00:00:48,680	52,8	26,7	-----	
00:00:48,700	52,8	26,7	-----	
00:00:48,720	52,8	26,7	-----	
00:00:48,740	52,8	26,7	-----	
00:00:48,760	52,8	26,7	-----	
00:00:48,780	52,8	26,7	-----	
00:00:48,800	52,8	26,7	-----	
00:00:48,820	52,8	26,7	-----	
00:00:48,840	52,8	26,7	-----	
00:00:48,860	52,8	26,7	-----	
00:00:48,880	52,8	26,7	-----	
00:00:48,900	52,8	26,7	-----	
00:00:48,920	52,8	26,7	-----	
00:00:48,940	52,8	26,7	-----	
00:00:48,960	52,8	26,7	-----	
00:00:48,980	52,8	26,7	-----	
00:00:49,000	52,8	26,7	-----	
00:00:49,020	52,8	26,7	-----	
00:00:49,040	52,8	26,7	-----	
00:00:49,060	52,8	26,7	-----	
00:00:49,080	52,8	26,7	-----	
00:00:49,100	52,8	26,7	-----	
00:00:49,120	52,9	26,7	-----	
00:00:49,140	52,9	26,7	-----	
00:00:49,160	52,9	26,7	-----	
00:00:49,180	52,9	26,7	-----	
00:00:49,200	52,9	26,7	-----	
00:00:49,220	52,9	26,7	-----	
00:00:49,240	52,9	26,7	-----	
00:00:49,260	52,9	26,7	-----	
00:00:49,280	52,9	26,7	-----	
00:00:49,300	52,9	26,7	-----	
00:00:49,320	52,9	26,7	-----	
00:00:49,340	52,9	26,7	-----	
00:00:49,360	52,9	26,7	-----	
00:00:49,380	52,9	26,7	-----	
00:00:49,400	52,9	26,7	-----	
00:00:49,420	52,9	26,7	-----	
00:00:49,440	52,9	26,7	-----	
00:00:49,460	52,9	26,7	-----	
00:00:49,480	52,9	26,7	-----	
00:00:49,500	52,9	26,7	-----	
00:00:49,520	52,9	26,7	-----	
00:00:49,540	52,9	26,7	-----	
00:00:49,560	52,9	26,7	-----	
00:00:49,580	52,9	26,7	-----	
00:00:49,600	52,9	26,7	-----	
00:00:49,620	52,9	26,7	-----	
00:00:49,640	52,9	26,7	-----	
00:00:49,660	52,9	26,7	-----	
00:00:49,680	52,9	26,7	-----	
00:00:49,700	52,9	26,7	-----	
00:00:49,720	52,9	26,7	-----	
00:00:49,740	52,9	26,7	-----	
00:00:49,760	52,9	26,7	-----	
00:00:49,780	52,9	26,7	-----	
00:00:49,800	52,9	26,7	-----	
00:00:49,820	52,9	26,7	-----	
00:00:49,840	52,9	26,7	-----	
00:00:49,860	52,9	26,7	-----	
00:00:49,880	52,9	26,7	-----	
00:00:49,900	52,9	26,7	-----	
00:00:49,920	52,9	26,7	-----	
00:00:49,940	52,9	26,7	-----	
00:00:49,960	52,9	26,7	-----	
00:00:49,980	52,9	26,7	-----	
00:00:50,000	52,9	26,7	-----	
00:00:50,020	52,9	26,7	-----	
00:00:50,040	52,9	26,7	-----	
00:00:50,060	52,9	26,7	-----	
00:00:50,080	52,9	26,7	-----	
00:00:50,100	52,9	26,7	-----	
00:00:50,120	52,9	26,7	-----	
00:00:50,140	52,9	26,7	-----	
00:00:50,160	52,9	26,7	-----	
00:00:50,180	52,9	26,7	-----	
00:00:50,200	52,9	26,7	-----	
00:00:50,220	52,9	26,7	-----	
00:00:50,240	52,9	26,7	-----	
00:00:50,260	52,9	26,7	-----	
00:00:50,280	52,9	26,7	-----	
00:00:50,300	52,9	26,7	-----	
00:00:50,320	52,9	26,7	-----	
00:00:50,340	52,9	26,7	-----	
00:00:50,360	52,9	26,7	-----	
00:00:50,380	52,9	26,7	-----	
00:00:50,400	52,9	26,7	-----	
00:00:50,420	52,9	26,7	-----	
00:00:50,440	52,9	26,7	-----	
00:00:50,460	52,9	26,7	-----	
00:00:50,480	52,9	26,7	-----	
00:00:50,500	52,9	26,7	-----	
00:00:50,520	52,9	26,7	-----	
00:00:50,540	52,9	26,7	-----	
00:00:50,560	52,9	26,7	-----	
00:00:50,580	52,9	26,7	-----	
00:00:50,600	52,9	26,7	-----	
00:00:50,620	52,9	26,7	-----	
00:00:50,640	52,9	26,7	-----	
00:00:50,660	52,9	26,7	-----	
00:00:50,680	52,9	26,7	-----	
00:00:50,700	52,9	26,7	-----	
00:00:50,720	52,9	26,7	-----	
00:00:50,740	52,9	26,7	-----	
00:00:50,760	52,9	26,7	-----	
00:00:50,780	52,9	26,7	-----	
00:00:50,800	52,9	26,7	-----	
00:00:50,820	52,9	26,7	-----	
00:00:50,840	52,9	26,7	-----	
00:00:50,860	52,9	26,7	-----	
00:00:50,880	52,9	26,7	-----	
00:00:50,900	52,9	26,7	-----	
00:00:50,920	52,9	26,7	-----	
00:00:50,940	53,0	26,7	-----	
00:00:50,960	53,0	26,7	-----	
00:00:50,980	53,0	26,7	-----	
00:00:51,000	53,0	26,7	-----	
00:00:51,020	53,0	26,7	-----	
00:00:51,040	53,0	26,7	-----	
00:00:51,060	53,0	26,7	-----	
00:00:51,080	53,0	26,7	-----	
00:00:51,100	53,0	26,7	-----	
00:00:51,120	53,0	26,7	-----	
00:00:51,140	53,0	26,7	-----	
00:00:51,160	53,0	26,7	-----	
00:00:51,180	53,0	26,7	-----	
00:00:51,200	53,0	26,7	-----	
00:00:51,220	53,0	26,7	-----	
00:00:51,240	53,0	26,7	-----	
00:00:51,260	53,0	26,7	-----	
00:00:51,280	53,0	26,7	-----	
00:00:51,300	53,0	26,7	-----	
00:00:51,320	53,0	26,7	-----	
00:00:51,340	53,0	26,7	-----	
00:00:51,360	53,0	26,7	-----	
00:00:51,380	53,0	26,7	-----	
00:00:51,400	53,0	26,7	-----	
00:00:51,420	53,0	26,7	-----	
00:00:51,440	53,0	26,7	-----	
00:00:51,460	53,0	26,7	-----	
00:00:51,480	53,0	26,7	-----	
00:00:51,500	53,0	26,7	-----	
00:00:51,520	53,1	26,7	-----	
00:00:51,540	53,1	26,7	-----	
00:00:51,560	53,1	26,7	-----	
00:00:51,580	53,1	26,7	-----	
00:00:51,600	53,1	26,7	-----	
00:00:51,620	53,1	26,7	-----	
00:00:51,640	53,1	26,7	-----	
00:00:51,660	53,1	26,7	-----	
00:00:51,680	53,1	26,7	-----	
00:00:51,700	53,1	26,7	-----	
00:00:51,720	53,1	26,7	-----	
00:00:51,740	53,1	26,7	-----	
00:00:51,760	53,1	26,7	-----	
00:00:51,780	53,1	26,7	-----	
00:00:51,800	53,1	26,7	-----	
00:00:51,820	53,1	26,7	-----	
00:00:51,840	53,1	26,7	-----	
00:00:51,860	53,1	26,7	-----	
00:00:51,880	53,1	26,7	-----	
00:00:51,900	53,1	26,7	-----	
00:00:51,920	53,1	26,7	-----	
00:00:51,940	53,1	26,7	-----	
00:00:51,960	53,1	26,7	-----	
00:00:51,980	53,2	26,7	-----	
00:00:52,000	53,2	26,7	-----	
00:00:52,020	53,2	26,7	-----	
00:00:52,040	53,2	26,7	-----	
00:00:52,060	53,2	26,7	-----	
00:00:52,080	53,2	26,7	-----	
00:00:52,100	53,2	26,7	-----	
00:00:52,120	53,2	26,7	-----	
00:00:52,140	53,2	26,7	-----	
00:00:52,160	53,2	26,7	-----	
00:00:52,180	53,2	26,7	-----	
00:00:52,200	53,2	26,7	-----	
00:00:52,220	53,2	26,7	-----	
00:00:52,240	53,2	26,7	-----	
00:00:52,260	53,2	26,7	-----	
00:00:52,280	53,2	26,7	-----	
00:00:52,300	53,2	26,7	-----	
00:00:52,320	53,2	26,7	-----	
00:00:52,340	53,2	26,7	-----	
00:00:52,360	53,2	26,7	-----	
00:00:52,380	53,2	26,7	-----	
00:00:52,400	53,2	26,7	-----	
00:00:52,420	53,2	26,7	-----	
00:00:52,440	53,2	26,7	-----	
00:00:52,460	53,2	26,7	-----	
00:00:52,480	53,2	26,7	-----	
00:00:52,500	53,2	26,7	-----	
00:00:52,520	53,2	26,7	-----	
00:00:52,540	53,2	26,7	-----	
00:00:52,560	53,2	26,7	-----	
00:00:52,580	53,2	26,7	-----	
00:00:52,600	53,2	26,7	-----	
00:00:52,620	53,2	26,7	-----	
00:00:52,640	53,2	26,7	-----	
00:00:52,660	53,2	26,7	-----	
00:00:52,680	53,2	26,7	-----	
00:00:52,700	53,2	26,7	-----	
00:00:52,720	53,2	26,7	-----	
00:00:52,740	53,2	26,7	-----	
00:00:52,760	53,2	26,7	-----	
00:00:52,780	53,2	26,7	-----	
00:00:52,800	53,2	26,7	-----	
00:00:52,820	53,2	26,7	-----	
00:00:52,840	53,2	26,7	-----	
00:00:52,860	53,2	26,7	-----	
00:00:52,880	53,2	26,7	-----	
00:00:52,900	53,2	26,7	-----	
00:00:52,920	53,2	26,7	-----	
00:00:52,940	53,2	26,7	-----	
00:00:52,960	53,2	26,7	-----	
00:00:52,980	53,2	26,7	-----	
00:00:53,000	53,2	26,7	-----	
00:00:53,020	53,2	26,7	-----	
00:00:53,040	53,2	26,7	-----	
00:00:53,060	53,2	26,7	-----	
00:00:53,080	53,2	26,7	-----	
00:00:53,100	53,2	26,7	-----	
00:00:53,120	53,2	26,7	-----	
00:00:53,140	53,2	26,7	-----	
00:00:53,160	53,2	26,7	-----	
00:00:53,180	53,3	26,7	-----	
00:00:53,200	53,3	26,7	-----	
00:00:53,220	53,3	26,7	-----	
00:00:53,240	53,3	26,7	-----	
00:00:53,260	53,3	26,7	-----	
00:00:53,280	53,3	26,7	-----	
00:00:53,300	53,3	26,7	-----	
00:00:53,320	53,3	26,7	-----	
00:00:53,340	53,3	26,7	-----	
00:00:53,360	53,3	26,7	-----	
00:00:53,380	53,3	26,7	-----	
00:00:53,400	53,3	26,7	-----	
00:00:53,420	53,3	26,7	-----	
00:00:53,440	53,3	26,7	-----	
00:00:53,460	53,3	26,7	-----	
00:00:53,480	53,3	26,7	-----	
00:00:53,500	53,3	26,7	-----	
00:00:53,520	53,3	26,7	-----	
00:00:53,540	53,3	26,7	-----	
00:00:53,560	53,3	26,7	-----	
00:00:53,580	53,3	26,7	-----	
00:00:53,600	53,3	26,7	-----	
00:00:53,620	53,3	26,7	-----	
00:00:53,640	53,3	26,7	-----	
00:00:53,660	53,3	26,7	-----	
00:00:53,680	53,3	26,7	-----	
00:00:53,700	53,3	26,7	-----	
00:00:53,720	53,3	26,7	-----	
00:00:53,740	53,3	26,7	-----	
00:00:53,760	53,3	26,7	-----	
00:00:53,780	53,3	26,7	-----	
00:00:53,800	53,3	26,7	-----	
00:00:53,820	53,3	26,7	-----	
00:00:53,840	53,3	26,7	-----	
00:00:53,860	53,3	26,7	-----	
00:00:53,880	53,3	26,7	-----	
00:00:53,900	53,3	26,7	-----	
00:00:53,920	53,3	26,7	-----	
00:00:53,940	53,3	26,7	-----	
00:00:53,960	53,3	26,7	-----	
00:00:53,980	53,3	26,7	-----	
00:00:54,000	53,3	26,7	-----	
00:00:54,020	53,3	26,7	-----	
00:00:54,040	53,3	26,7	-----	
00:00:54,060	53,3	26,7	-----	
00:00:54,080	53,3	26,7	-----	
00:00:54,100	53,3	26,7	-----	
00:00:54,120	53,3	26,7	-----	
00:00:54,140	53,3	26,7	-----	
00:00:54,160	53,3	26,7	-----	
00:00:54,180	53,3	26,7	-----	
00:00:54,200	53,3	26,7	-----	
00:00:54,220	53,3	26,7	-----	
00:00:54,240	53,3	26,7	-----	
00:00:54,260	53,3	26,7	-----	
00:00:54,280	53,3	26,7	-----	
00:00:54,300	53,3	26,7	-----	
00:00:54,320	53,3	26,7	-----	
00:00:54,340	53,3	26,7	-----	
00:00:54,360	53,3	26,7	-----	
00:00:54,380	53,3	26,7	-----	
00:00:54,400	53,3	26,7	-----	
00:00:54,420	53,3	26,7	-----	
00:00:54,440	53,4	26,7	-----	
00:00:54,460	53,4	26,7	-----	
00:00:54,480	53,4	26,7	-----	
00:00:54,500	53,4	26,7	-----	
00:00:54,520	53,4	26,7	-----	
00:00:54,540	53,4	26,7	-----	
00:00:54,560	53,4	26,7	-----	
00:00:54,580	53,4	26,7	-----	
00:00:54,600	53,4	26,7	-----	
00:00:54,620	53,4	26,7	-----	
00:00:54,640	53,4	26,7	-----	
00:00:54,660	53,4	26,7	-----	
00:00:54,680	53,4	26,7	-----	
00:00:54,700	53,4	26,7	-----	
00:00:54,720	53,4	26,7	-----	
00:00:54,740	53,4	26,7	-----	
00:00:54,760	53,4	26,7	-----	
00:00:54,780	53,4	26,7	-----	
00:00:54,800	53,4	26,7	-----	
00:00:54,820	53,4	26,7	-----	
00:00:54,840	53,4	26,7	-----	
00:00:54,860	53,4	26,7	-----	
00:00:54,880	53,4	26,7	-----	
00:00:54,900	53,4	26,7	-----	
00:00:54,920	53,4	26,7	-----	
00:00:54,940	53,4	26,7	-----	
00:00:54,960	53,4	26,7	-----	
00:00:54,980	53,4	26,7	-----	
00:00:55,000	53,4	26,7	-----	
00:00:55,020	53,4	26,7	-----	
00:00:55,040	53,4	26,7	-----	
00:00:55,060	53,4	26,7	-----	
00:00:55,080	53,4	26,7	-----	
00:00:55,100	53,4	26,7	-----	
00:00:55,120	53,4	26,7	-----	
00:00:55,140	53,4	26,7	-----	
00:00:55,160	53,4	26,7	-----	
00:00:55,180	53,4	26,7	-----	
00:00:55,200	53,4	26,7	-----	
00:00:55,220	53,4	26,7	-----	
00:00:55,240	53,4	26,7	-----	
00:00:55,260	53,4	26,7	-----	
00:00:55,280	53,4	26,7	-----	
00:00:55,300	53,5	26,7	-----	
00:00:55,320	53,5	26,7	-----	
00:00:55,340	53,4	26,7	-----	
00:00:55,360	53,4	26,7	-----	
00:00:55,380	53,5	26,7	-----	
00:00:55,400	53,5	26,7	-----	
00:00:55,420	53,5	26,7	-----	
00:00:55,440	53,5	26,7	-----	
00:00:55,460	53,5	26,7	-----	
